cod_mun;Município;Ano;Pop;CVPatr_tx;Efetivo
3152131;Ponto Chique;2000;3651;0;4
3152170;Ponto dos Volantes;2000;10529;19;5
3152204;Porteirinha;2000;37890;18,47;21
3152303;Porto Firme;2000;9474;10,56;6
3152402;Poté;2000;14780;27,06;10
3152501;Pouso Alegre;2000;106776;254,74;270
3152600;Pouso Alto;2000;6669;14,99;6
3152709;Prados;2000;7703;0;14
3152808;Prata;2000;23576;165,42;34
3152907;Pratápolis;2000;9217;10,85;10
3153004;Pratinha;2000;2883;34,69;4
3153103;Presidente Bernardes;2000;5847;0;5
3153202;Presidente Juscelino;2000;4319;0;6
3153301;Presidente Kubitschek;2000;2951;33,89;4
3153400;Presidente Olegário;2000;17781;56,24;27
3153608;Prudente de Morais;2000;8232;133,62;18
3153707;Quartel Geral;2000;3022;0;4
3153806;Queluzito;2000;1791;0;5
3153905;Raposos;2000;14289;90,98;15
3154002;Raul Soares;2000;24287;4,12;32
3154101;Recreio;2000;10188;29,45;8
3154150;Reduto;2000;5923;33,77;4
3154200;Resende Costa;2000;10336;0;17
3154309;Resplendor;2000;16975;0;28
3154408;Ressaquinha;2000;4557;21,94;7
3154457;Riachinho;2000;7973;0;7
3154507;Riacho dos Machados;2000;9358;0;4
3154606;Ribeirão das Neves;2000;246846;342,32;463
3154705;Ribeirão Vermelho;2000;3621;0;6
3154804;Rio Acima;2000;7658;169,76;15
3154903;Rio Casca;2000;15260;39,32;41
3155009;Rio Doce;2000;2318;43,14;3
3155108;Rio do Prado;2000;5390;0;9
3155207;Rio Espera;2000;6942;28,81;6
3155306;Rio Manso;2000;4646;64,57;15
3155405;Rio Novo;2000;8550;0;27
3155504;Rio Paranaíba;2000;11528;95,42;12
3155603;Rio Pardo de Minas;2000;27237;0;13
3155702;Rio Piracicaba;2000;14138;35,37;20
3155801;Rio Pomba;2000;16359;12,23;31
3155900;Rio Preto;2000;5142;19,45;23
3156007;Rio Vermelho;2000;14905;0;13
3156106;Ritápolis;2000;5423;36,88;7
3156205;Rochedo de Minas;2000;1907;52,44;5
3156304;Rodeiro;2000;5375;37,21;6
3156403;Romaria;2000;3737;214,08;4
3156452;Rosário da Limeira;2000;3869;0;4
3156502;Rubelita;2000;10199;19,61;4
3156601;Rubim;2000;9666;31,04;6
3156700;Sabará;2000;115352;299,95;183
3156809;Sabinópolis;2000;16269;30,73;17
3156908;Sacramento;2000;21334;60,94;37
3157005;Salinas;2000;36720;38,13;41
3157104;Salto da Divisa;2000;6779;0;12
3157203;Santa Bárbara;2000;24180;45,49;28
3157252;Santa Bárbara do Leste;2000;7208;27,75;4
3157278;Santa Bárbara do Monte Verde;2000;2366;126,8;7
3157302;Santa Bárbara do Tugúrio;2000;4827;124,3;5
3157336;Santa Cruz de Minas;2000;7042;71;19
3157377;Santa Cruz de Salinas;2000;4801;0;3
3157401;Santa Cruz do Escalvado;2000;5378;0;4
3157500;Santa Efigênia de Minas;2000;4924;0;5
3157609;Santa Fé de Minas;2000;4192;0;6
3157658;Santa Helena de Minas;2000;5753;17,38;7
3157708;Santa Juliana;2000;8078;49,52;10
3157807;Santa Luzia;2000;184903;653,86;403
3157906;Santa Margarida;2000;13713;29,17;8
3158003;Santa Maria de Itabira;2000;10346;19,33;7
3158102;Santa Maria do Salto;2000;5438;18,39;4
3158201;Santa Maria do Suaçuí;2000;14350;20,91;29
3158300;Santana da Vargem;2000;7521;26,59;8
3158409;Santana de Cataguases;2000;3360;0;5
3158508;Santana de Pirapama;2000;8616;11,61;7
3158607;Santana do Deserto;2000;3774;26,5;11
3158706;Santana do Garambéu;2000;1982;50,45;6
3158805;Santana do Jacaré;2000;4408;0;5
3158904;Santana do Manhuaçu;2000;8607;23,24;4
3158953;Santana do paraíso;2000;18155;27,54;22
3159001;Santana do Riacho;2000;3739;26,75;6
3159100;Santana dos Montes;2000;3944;0;6
3159209;Santa Rita de Caldas;2000;9278;32,33;14
3159308;Santa Rita de Jacutinga;2000;5218;57,49;7
3159357;Santa Rita de Minas;2000;5795;34,51;12
3159407;Santa Rita do Ibitipoca;2000;3847;0;5
3159506;Santa Rita do Itueto;2000;6061;33;4
3159605;Santa Rita do Sapucaí;2000;31264;131,14;33
3159704;Santa Rosa da Serra;2000;3114;32,11;6
3159803;Santa Vitória;2000;16365;97,77;42
3159902;Santo Antônio do Amparo;2000;16109;49,66;12
3160009;Santo Antônio do Aventureiro;2000;3514;0;4
3160108;Santo Antônio do Grama;2000;4377;0;4
3160207;Santo Antônio do Itambé;2000;4588;0;3
3160306;Santo Antônio do Jacinto;2000;12144;0;6
3160405;Santo Antônio do Monte;2000;23473;17,04;22
3160454;Santo Antônio do Retiro;2000;6655;0;4
3160504;Santo Antônio do Rio Abaixo;2000;1823;0;3
3160603;Santo Hipólito;2000;3488;0;5
3160702;Santos Dumont;2000;46789;29,92;67
3160801;São Bento Abade;2000;3737;0;7
3160900;São Brás do Suaçuí;2000;3282;30,47;5
3160959;São Domingos das Dores;2000;5192;77,04;3
3161007;São Domingos do Prata;2000;17642;11,34;30
3161056;São Félix de Minas;2000;3454;86,86;4
3161106;São Francisco;2000;51497;29,13;35
3161205;São Francisco de Paula;2000;6533;30,61;5
3161304;São Francisco de Sales;2000;5274;75,84;6
3161403;São Francisco do Glória;2000;5696;105,34;4
3161502;São Geraldo;2000;7716;12,96;7
3161601;São Geraldo da Piedade;2000;5015;0;5
3161650;São Geraldo do Baixio;2000;2864;0;5
3161700;São Gonçalo do Abaeté;2000;5432;36,82;13
3161809;São Gonçalo do Pará;2000;7969;37,65;11
3161908;São Gonçalo do Rio Abaixo;2000;8462;47,27;15
3125507;São Gonçalo do Rio Preto;2000;2963;0;4
3162005;São Gonçalo do Sapucaí;2000;22308;67,24;25
3162104;São Gotardo;2000;27631;72,38;41
3162203;São João Batista do Glória;2000;6271;47,84;7
3162252;São João da Lagoa;2000;4400;22,73;5
3162302;São João da Mata;2000;2752;36,34;5
3162401;São João da Ponte;2000;26028;0;19
3162450;São João das Missões;2000;10230;0;4
3162500;São João Del Rei;2000;78616;110,66;194
3162559;São João do Manhuaçu;2000;8716;11,47;5
3162575;São João do Manteninha;2000;4406;45,39;7
3162609;São João do Oriente;2000;8492;11,78;7
3162658;São João do Pacuí;2000;3664;0;4
3162708;São João do Paraíso;2000;21010;9,52;7
3162807;São João Evangelista;2000;15526;32,2;31
3162906;São João Nepomuceno;2000;23786;25,22;35
3162922;São Joaquim de Bicas;2000;18152;303;65
3162948;São José da Barra;2000;6053;16,52;8
3162955;São José da Lapa;2000;15000;6,67;24
3163003;São José da Safira;2000;3894;0;9
3163102;São José da Varginha;2000;3225;93,02;5
3163201;São José do Alegre;2000;3802;26,3;5
3163300;São José do Divino;2000;3863;0;8
3163409;São José do Goiabal;2000;6009;49,93;6
3163508;São José do Jacuri;2000;6789;14,73;5
3163607;São José do Mantimento;2000;2379;0;4
3163706;São Lourenço;2000;36927;59,58;114
3163805;São Miguel do Anta;2000;6641;15,06;6
3163904;São Pedro da União;2000;5618;17,8;5
3164001;São Pedro dos Ferros;2000;9239;10,82;9
3164100;São Pedro do Suaçuí;2000;6081;16,44;5
3164209;São Romão;2000;7783;0;14
3164308;São Roque de Minas;2000;6325;0;14
3164407;São Sebastião da Bela Vista;2000;4311;23,2;4
3164431;São Sebastião da Vargem Alegre;2000;2573;0;5
3164472;São Sebastião do Anta;2000;4779;0;3
3164506;São Sebastião do Maranhão;2000;11604;0;5
3164605;São Sebastião do Oeste;2000;4648;0;5
3164704;São Sebastião do Paraíso;2000;58335;114,85;100
3164803;São Sebastião do Rio Preto;2000;1779;56,21;4
3164902;São Sebastião do Rio Verde;2000;1976;0;3
3165008;São Tiago;2000;10245;9,76;11
3165107;São Tomás de Aquino;2000;7303;68,47;8
3165206;São Tomé das Letras;2000;6204;0;7
3165305;São Vicente de Minas;2000;6163;0;5
3165404;Sapucaí Mirim;2000;5455;18,33;7
3165503;Sardoá;2000;4775;41,88;5
3165537;Sarzedo;2000;17274;185,25;39
3165560;Sem-Peixe;2000;3170;31,55;3
3165578;Senador Amaral;2000;5128;19,5;4
3165602;Senador Cortês;2000;2000;50;5
3165701;Senador Firmino;2000;6598;15,16;17
3165800;Senador José Bento;2000;2371;0;4
3165909;Senador Modestino Gonçalves;2000;5190;19,27;4
3166006;Senhora de Oliveira;2000;5643;0;5
3166105;Senhora do Porto;2000;3520;28,41;4
3166204;Senhora dos Remédios;2000;10024;9,98;9
3166303;Sericita;2000;6990;0;4
3166402;Seritinga;2000;1738;57,54;5
3166501;Serra Azul de Minas;2000;4197;0;4
3166600;Serra da Saudade;2000;873;0;4
3166709;Serra dos Aimorés;2000;8182;85,55;7
3166808;Serra do Salitre;2000;9390;117,15;10
3166907;Serrania;2000;7504;26,65;7
3166956;Serranópolis de Minas;2000;4038;0;4
3167004;Serranos;2000;2071;0;4
3167103;Serro;2000;21012;9,52;34
3167202;Sete Lagoas;2000;184871;271;412
3165552;Setubinha;2000;9291;21,53;5
3167301;Silveirânia;2000;2138;0;5
3167400;Silvianópolis;2000;5855;0;6
3167509;Simão Pereira;2000;2479;80,68;9
3167608;Simonésia;2000;16875;0;5
3167707;Sobrália;2000;6284;47,74;6
3167806;Soledade de Minas;2000;5155;0;5
3167905;Tabuleiro;2000;4572;0;5
3168002;Taiobeiras;2000;27347;0;58
3168051;Taparuba;2000;3225;0;5
3168101;Tapira;2000;3327;60,11;6
3168200;Tapiraí;2000;1900;0;4
3168309;Taquaraçu de Minas;2000;3491;85,94;5
3168408;Tarumirim;2000;14488;20,71;28
3168507;Teixeiras;2000;11149;26,91;13
3168606;Teófilo Otoni;2000;129424;186,21;557
3168705;Timóteo;2000;71478;79,74;93
3168804;Tiradentes;2000;5759;17,36;27
3168903;Tiros;2000;7571;52,83;12
3169000;Tocantins;2000;15005;26,66;11
3169059;Tocos do Moji;2000;3821;0;3
3169109;Toledo;2000;5222;19,15;4
3169208;Tombos;2000;11652;0;21
3169307;Três Corações;2000;65291;75,05;88
3169356;Três Marias;2000;23568;50,92;31
3169406;Três Pontas;2000;51024;49;56
3169505;Tumiritinga;2000;5831;17,15;8
3169604;Tupaciguara;2000;23117;160,06;67
3169703;Turmalina;2000;15655;6,39;14
3169802;Turvolândia;2000;4243;0;4
3169901;Ubá;2000;85065;85,82;260
3170008;Ubaí;2000;10774;0;5
3170057;Ubaporanga;2000;11682;42,8;6
3170107;Uberaba;2000;252051;380,08;725
3170206;Uberlândia;2000;501214;891,44;1632
3170305;Umburatiba;2000;2872;34,82;6
3170404;Unaí;2000;70033;307;302
3170438;União de Minas;2000;4638;0;5
3170479;Uruana de Minas;2000;3263;0;7
3170503;Urucânia;2000;10375;19,28;5
3170529;Urucuia;2000;9615;10,4;8
3170578;Vargem Alegre;2000;6544;0;4
3170602;Vargem Bonita;2000;2212;0;4
3170651;Vargem Grande do Rio Pardo;2000;4457;0;4
3170701;Varginha;2000;108998;109,18;305
3170750;Varjão de Minas;2000;4701;63,82;7
3170800;Várzea da Palma;2000;31641;56,89;29
3170909;Varzelândia;2000;19169;20,87;7
3171006;Vazante;2000;18928;42,27;35
3171030;Verdelândia;2000;7179;13,93;5
3171071;Veredinha;2000;5257;0;3
3171105;Veríssimo;2000;2874;69,59;7
3171154;Vermelho Novo;2000;4572;21,87;3
3171204;Vespasiano;2000;76422;507,71;315
3171303;Viçosa;2000;64854;57,05;79
3171402;Vieiras;2000;3952;0;3
3171600;Virgem da Lapa;2000;13672;0;6
3171709;Virgínia;2000;8699;0;6
3171808;Virginópolis;2000;10827;0;23
3171907;Virgolândia;2000;6112;0;6
3172004;Visconde do Rio Branco;2000;32598;15,34;48
3172103;Volta Grande;2000;4919;60,99;5
3172202;Wenceslau Braz;2000;2596;38,52;5
3100104;Abadia dos Dourados;2001;6474;61,79;6
3100203;Abaeté;2001;22400;58,04;31
3100302;Abre Campo;2001;13349;14,98;20
3100401;Acaiaca;2001;3893;0;3
3100500;Açucena;2001;11365;0;20
3100609;Água Boa;2001;17522;5,71;6
3100708;Água Comprida;2001;2086;47,94;7
3100807;Aguanil;2001;3610;27,7;7
3100906;Águas Formosas;2001;17913;27,91;25
3101003;Águas Vermelhas;2001;11964;16,72;8
3101102;Aimorés;2001;25099;31,87;51
3101201;Aiuruoca;2001;6440;77,64;18
3101300;Alagoa;2001;2792;35,82;4
3101409;Albertina;2001;2849;0;6
3101508;Além Paraíba;2001;33694;32,65;56
3101607;Alfenas;2001;67632;174,47;100
3101631;Alfredo Vasconcelos;2001;5193;77,03;6
3101706;Almenara;2001;35722;41,99;99
3101805;Alpercata;2001;6989;14,31;6
3101904;Alpinópolis;2001;17177;23,29;18
3102001;Alterosa;2001;13053;68,95;11
3102050;Alto Caparaó;2001;4734;0;11
3153509;Alto Jequitibá;2001;8447;11,84;4
3102100;Alto Rio Doce;2001;13682;21,93;35
3102209;Alvarenga;2001;5131;38,98;6
3102308;Alvinópolis;2001;15560;32,13;18
3102407;Alvorada de Minas;2001;3530;0;4
3102506;Amparo da Serra;2001;5435;0;5
3102605;Andradas;2001;33386;173,73;43
3102803;Andrelândia;2001;12300;16,26;25
3102852;Angelândia;2001;7522;0;6
3102902;Antônio Carlos;2001;10898;18,35;9
3103009;Antônio Dias;2001;9998;40,01;11
3103108;Antônio Prado de Minas;2001;1782;112,24;5
3103207;Araçaí;2001;2155;0;6
3103306;Aracitaba;2001;2084;0;5
3103405;Araçuaí;2001;35755;61,53;46
3103504;Araguari;2001;102765;301,66;231
3103603;Arantina;2001;2899;0;5
3103702;Araponga;2001;7942;25,18;5
3103751;Araporã;2001;5389;148,45;16
3103801;Arapuá;2001;2748;0;7
3103900;Araújos;2001;6368;62,81;6
3104007;Araxá;2001;80381;92,06;193
3104106;Arceburgo;2001;8174;61,17;14
3104205;Arcos;2001;33069;42,34;41
3104304;Areado;2001;12375;0;15
3104403;Argirita;2001;3146;0;5
3104452;Aricanduva;2001;4305;0;3
3104502;Arinos;2001;17711;129,86;46
3104601;Astolfo Dutra;2001;11928;8,38;8
3104700;Ataléia;2001;16508;6,06;15
3104809;Augusto de Lima;2001;5140;58,36;5
3104908;Baependi;2001;17606;79,52;15
3105004;Baldim;2001;8133;36,89;9
3105103;Bambuí;2001;21806;4,59;22
3105202;Bandeira;2001;5286;0;5
3105301;Bandeira do Sul;2001;4943;40,46;6
3105400;Barão de Cocais;2001;23861;46,1;71
3105509;Barão do Monte Alto;2001;6181;16,18;6
3105608;Barbacena;2001;115326;111,86;509
3105707;Barra Longa;2001;7402;27,02;4
3105905;Barroso;2001;18486;10,82;30
3106002;Bela Vista de Minas;2001;9865;91,23;9
3106101;Belmiro Braga;2001;3426;29,19;8
3106200;Belo Horizonte;2001;2252577;1009,42;12732
3106309;Belo Oriente;2001;19880;65,39;33
3106408;Belo Vale;2001;7442;26,87;5
3106507;Berilo;2001;12914;0;6
3106655;Berizal;2001;4010;0;3
3106606;Bertópolis;2001;4444;0;6
3106705;Betim;2001;313267;724,94;659
3106804;Bias Fortes;2001;4330;23,1;6
3106903;Bicas;2001;12881;116,45;21
3107000;Biquinhas;2001;2802;0;5
3107109;Boa Esperança;2001;37228;40,29;46
3107208;Bocaina de Minas;2001;4987;60,16;12
3107307;Bocaiúva;2001;43190;64,83;39
3107406;Bom Despacho;2001;40491;44,45;280
3107505;Bom Jardim de Minas;2001;6631;226,21;10
3107604;Bom Jesus da Penha;2001;3559;0;4
3107703;Bom Jesus do Amparo;2001;4882;327,73;5
3107802;Bom Jesus do Galho;2001;16096;12,43;9
3107901;Bom Repouso;2001;10512;9,51;5
3108008;Bom Sucesso;2001;17088;29,26;21
3108107;Bonfim;2001;6863;29,14;20
3108206;Bonfinópolis de Minas;2001;6385;31,32;18
3108255;Bonito de Minas;2001;8030;0;4
3108305;Borda da Mata;2001;14692;13,61;13
3108404;Botelhos;2001;15088;6,63;16
3108503;Botumirim;2001;6802;29,4;4
3108552;Brasilândia de Minas;2001;11726;42,64;25
3108602;Brasília de Minas;2001;30370;6,59;27
3108701;Brás Pires;2001;5060;0;5
3108800;Braúnas;2001;5371;74,48;17
3108909;Brazópolis;2001;15119;33,07;4
3109006;Brumadinho;2001;27281;54,98;51
3109105;Bueno Brandão;2001;10932;0;10
3109204;Buenópolis;2001;10364;28,95;29
3109253;Bugre;2001;3955;0;5
3109303;Buritis;2001;20626;72,72;47
3109402;Buritizeiro;2001;26013;222,97;21
3109451;Cabeceira Grande;2001;5973;167,41;11
3109501;Cabo Verde;2001;13741;7,28;15
3109600;Cachoeira da Prata;2001;3768;26,54;6
3109709;Cachoeira de Minas;2001;10605;9,43;7
3102704;Cachoeira de Pajeú;2001;8568;0;5
3109808;Cachoeira Dourada;2001;2325;0;6
3109907;Caetanópolis;2001;8726;34,38;7
3110004;Caeté;2001;36734;108,89;57
3110103;Caiana;2001;4425;0;4
3110202;Cajuri;2001;4177;0;5
3110301;Caldas;2001;12854;38,9;16
3110400;Camacho;2001;3494;0;4
3110509;Camanducaia;2001;20598;77,68;30
3110608;Cambuí;2001;23307;115,85;33
3110707;Cambuquira;2001;12549;47,81;13
3110806;Campanário;2001;3434;58,23;7
3110905;Campanha;2001;14231;14,05;19
3111002;Campestre;2001;20573;14,58;18
3111101;Campina Verde;2001;19129;26,14;31
3111150;Campo Azul;2001;3586;0;4
3111200;Campo Belo;2001;49434;123,4;72
3111309;Campo do Meio;2001;11444;0;8
3111408;Campo Florido;2001;5467;73,17;13
3111507;Campos Altos;2001;12956;115,78;21
3111606;Campos Gerais;2001;26654;41,27;23
3111705;Canaã;2001;4774;20,95;5
3111804;Canápolis;2001;10708;102,73;15
3111903;Cana Verde;2001;5658;17,67;7
3112000;Candeias;2001;14479;27,63;13
3112059;Cantagalo;2001;3874;0;5
3112109;Caparaó;2001;5022;0;4
3112208;Capela Nova;2001;4944;0;6
3112307;Capelinha;2001;31582;12,67;43
3112406;Capetinga;2001;7392;0;15
3112505;Capim Branco;2001;7996;25,01;9
3112604;Capinópolis;2001;14494;68,99;22
3112653;Capitão Andrade;2001;4366;0;5
3112703;Capitão Enéas;2001;13223;22,69;7
3112802;Capitólio;2001;7783;12,85;12
3112901;Caputira;2001;8856;22,58;4
3113008;Caraí;2001;21120;18,94;9
3113107;Caranaíba;2001;3460;0;5
3113206;Carandaí;2001;21283;18,79;39
3113305;Carangola;2001;31969;34,41;70
3113404;Caratinga;2001;78530;72,58;140
3113503;Carbonita;2001;8988;0;5
3113602;Careaçu;2001;5859;119,47;4
3113701;Carlos Chagas;2001;21801;142,2;34
3113800;Carmésia;2001;2266;0;4
3113909;Carmo da Cachoeira;2001;11627;34,4;10
3114006;Carmo da Mata;2001;10455;57,39;10
3114105;Carmo de Minas;2001;12665;47,38;10
3114204;Carmo do Cajuru;2001;17429;57,38;39
3114303;Carmo do Paranaíba;2001;29497;118,66;49
3114402;Carmo do Rio Claro;2001;19807;35,34;30
3114501;Carmópolis de Minas;2001;14602;95,87;21
3114550;Carneirinho;2001;8968;0;20
3114600;Carrancas;2001;3894;25,68;6
3114709;Carvalhópolis;2001;3114;32,11;6
3114808;Carvalhos;2001;4717;21,2;4
3114907;Casa Grande;2001;2263;0;5
3115003;Cascalho Rico;2001;2645;75,6;6
3115102;Cássia;2001;17297;127,19;29
3115300;Cataguases;2001;64557;128,57;86
3115359;Catas Altas;2001;4299;0;8
3115409;Catas Altas da Noruega;2001;3306;30,25;5
3115458;Catuji;2001;7269;41,27;7
3115474;Catuti;2001;5315;0;4
3115508;Caxambu;2001;22094;99,58;38
3115607;Cedro do Abaeté;2001;1281;0;4
3115706;Central de Minas;2001;6572;45,65;7
3115805;Centralina;2001;10242;78,11;13
3115904;Chácara;2001;2410;0;13
3116001;Chalé;2001;5663;0;4
3116100;Chapada do Norte;2001;15226;6,57;4
3116159;Chapada Gaúcha;2001;7566;39,65;4
3116209;Chiador;2001;2941;34;8
3116308;Cipotânea;2001;6367;15,71;5
3116407;Claraval;2001;4273;0;8
3116506;Claro dos Poções;2001;8153;61,33;8
3116605;Cláudio;2001;22835;43,79;26
3116704;Coimbra;2001;6576;30,41;5
3116803;Coluna;2001;9337;10,71;5
3116902;Comendador Gomes;2001;2856;140,07;5
3117009;Comercinho;2001;9999;0;5
3117108;Conceição da Aparecida;2001;9419;21,23;7
3115201;Conceição da Barra de Minas;2001;4016;24,9;5
3117306;Conceição das Alagoas;2001;17676;130,12;3
3117207;Conceição das Pedras;2001;2718;0;29
3117405;Conceição de Ipanema;2001;4386;22,8;4
3117504;Conceição do Mato Dentro;2001;18569;26,93;25
3117603;Conceição do Pará;2001;4830;0;6
3117702;Conceição do Rio Verde;2001;12343;40,51;8
3117801;Conceição dos Ouros;2001;9068;0;5
3117836;Cônego Marinho;2001;6539;30,59;5
3117876;Confins;2001;4978;0;25
3117900;Congonhal;2001;8889;33,75;5
3118007;Congonhas;2001;41944;21,46;60
3118106;Congonhas do Norte;2001;4903;0;3
3118205;Conquista;2001;6144;0;11
3118304;Conselheiro Lafaiete;2001;104163;63,36;227
3118403;Conselheiro Pena;2001;21792;18,36;42
3118502;Consolação;2001;1702;0;4
3118601;Contagem;2001;544408;1087,24;1709
3118700;Coqueiral;2001;9582;10,44;8
3118809;Coração de Jesus;2001;25768;42,69;28
3118908;Cordisburgo;2001;8539;11,71;8
3119005;Cordislândia;2001;3368;0;4
3119104;Corinto;2001;24490;122,5;25
3119203;Coroaci;2001;10751;18,6;10
3119302;Coromandel;2001;27471;50,96;46
3119401;Coronel Fabriciano;2001;98091;139,67;149
3119500;Coronel Murta;2001;9135;21,89;6
3119609;Coronel Pacheco;2001;2909;68,75;7
3119708;Coronel Xavier Chaves;2001;3197;31,27;5
3119807;Córrego Danta;2001;3646;82,28;10
3119906;Córrego do Bom Jesus;2001;3818;0;4
3119955;Córrego Fundo;2001;5239;0;7
3120003;Córrego Novo;2001;3585;0;4
3120102;Couto de Magalhães de Minas;2001;4028;24,83;5
3120151;Crisólita;2001;5370;0;5
3120201;Cristais;2001;9685;20,65;10
3120300;Cristália;2001;5602;71,4;4
3120409;Cristiano Otoni;2001;4917;40,68;6
3120508;Cristina;2001;10329;19,36;9
3120607;Crucilândia;2001;4506;0;10
3120706;Cruzeiro da Fortaleza;2001;3742;26,72;9
3120805;Cruzília;2001;13850;28,88;9
3120839;Cuparaque;2001;4399;0;5
3120870;Curral de Dentro;2001;6063;98,96;7
3120904;Curvelo;2001;68177;85,07;222
3121001;Datas;2001;5059;0;4
3121100;Delfim Moreira;2001;8029;24,91;7
3121209;Delfinópolis;2001;6604;15,14;7
3121258;Delta;2001;5310;94,17;15
3121308;Descoberto;2001;4556;0;6
3121407;Desterro de Entre Rios;2001;6829;0;4
3121506;Desterro do Melo;2001;3192;31,33;3
3121605;Diamantina;2001;44433;18;240
3121704;Diogo de Vasconcelos;2001;3961;0;2
3121803;Dionísio;2001;10039;9,96;8
3121902;Divinésia;2001;3199;62,51;5
3122009;Divino;2001;18496;27,03;23
3122108;Divino das Laranjeiras;2001;4964;20,15;10
3122207;Divinolândia de Minas;2001;6493;0;5
3122306;Divinópolis;2001;186742;167,61;380
3122355;Divisa Alegre;2001;4914;101,75;12
3122405;Divisa Nova;2001;5563;0;7
3122454;Divisópolis;2001;6697;29,87;6
3122470;Dom Bosco;2001;4032;0;8
3122504;Dom Cavati;2001;5448;18,36;5
3122603;Dom Joaquim;2001;4683;0;4
3122702;Dom Silvério;2001;5227;0;7
3122801;Dom Viçoso;2001;3031;32,99;4
3122900;Dona Euzébia;2001;5425;18,43;21
3123007;Dores de Campos;2001;8442;35,54;8
3123106;Dores de Guanhães;2001;5366;18,64;13
3123205;Dores do Indaiá;2001;14331;27,91;21
3123304;Dores do Turvo;2001;4766;20,98;5
3123403;Doresópolis;2001;1359;0;5
3123502;Douradoquara;2001;1791;0;5
3123528;Durandé;2001;7048;70,94;4
3123601;Elói Mendes;2001;22262;80,86;17
3123700;Engenheiro Caldas;2001;9440;42,38;12
3123809;Engenheiro Navarro;2001;7091;42,31;4
3123858;Entre Folhas;2001;5068;19,73;3
3123908;Entre Rios de Minas;2001;13227;37,8;21
3124005;Ervália;2001;17114;23,37;22
3124104;Esmeraldas;2001;48283;225,75;61
3124203;Espera Feliz;2001;20757;24,09;32
3124302;Espinosa;2001;31002;51,61;29
3124401;Espírito Santo do Dourado;2001;4189;47,74;4
3124500;Estiva;2001;10416;67,2;6
3124609;Estrela D' Alva;2001;2654;0;4
3124708;Estrela do Indaiá;2001;3590;83,57;4
3124807;Estrela do Sul;2001;6940;57,64;10
3124906;Eugenópolis;2001;9844;10,16;14
3125002;Ewbank da Câmara;2001;3623;27,6;5
3125101;Extrema;2001;20005;94,98;31
3125200;Fama;2001;2353;254,94;7
3125309;Faria Lemos;2001;3584;27,91;5
3125408;Felício dos Santos;2001;5669;0;4
3125606;Felisburgo;2001;6304;0;7
3125705;Felixlândia;2001;12916;46,45;8
3125804;Fernandes Tourinho;2001;2607;0;6
3125903;Ferros;2001;12177;0;27
3125952;Fervedouro;2001;9740;61,6;7
3126000;Florestal;2001;5738;122;21
3126109;Formiga;2001;63147;90,27;119
3126208;Formoso;2001;6673;29,97;7
3126307;Fortaleza de Minas;2001;3793;52,73;5
3126406;Fortuna de Minas;2001;2463;81,19;7
3126505;Francisco Badaró;2001;10306;0;3
3126604;Francisco Dumont;2001;4526;22,1;4
